Key,ParentTechniqueID,Value
T1204.002,T1204,Software has relied on users to execute malicious files in order to gain execution on victim machines.
T1218.005,T1218,Software can use mshta for executing scripts.
T1098.004,T1098,Linux distributions and macOS commonly use key-based authentication to secure the authentication process of SSH sessions for remote management.
T1573.002,T1573,Software encrypts C2 communications with TLS.
T1071.001,T1071,Software can communicate to its C2 over HTTP and HTTPS if directed.
T1059.003,T1059,Software has the ability to create a reverse shell.
T1598.004,T1598,"During Attacker used phone calls to instruct victims to navigate to credential-harvesting websites.

Attacker has also called employees at target organizations and compelled them to navigate to fake login portals using adversary-in-the-middle toolkits."
T1598.002,T1598,"In this scenario, adversaries attach a file to the spearphishing email and usually rely upon the recipient populating information then returning the file."
T1585.002,T1585,Created email accounts can also be used in the acquisition of infrastructure ).
T1518.001,T1518,Software can identify specific analytical tools based on running processes.
T1552.003,T1552,"Once a user logs out, the history is flushed to the user’s <code>.bash_history</code> file."
T1568.002,T1568,Software can provide DGA for C2 servers through the use of random URL strings that change every 12 hours.
T1195.002,T1195,Attacker has compromised legitimate web browser updates to deliver a backdoor.
T1606.002,T1606,"This differs from  and other similar behaviors in that the tokens are new and forged by the adversary, rather than stolen or intercepted from legitimate users."
T1518.001,T1518,Attacker has used Registry keys to detect and avoid executing in potential sandboxes.
T1600.001,T1600,"As a result, adversaries dramatically reduce the amount of effort needed to decrypt the protected information without the key."
T1556.008,T1556,Adversaries may register malicious network provider dynamic link libraries  to capture cleartext user credentials during the authentication process.
T1136.003,T1136,Attacker can create new users through Azure AD.
T1543.003,T1543,Software can run in memory and register its payload as a Windows service.
T1059.003,T1059,Software uses custom batch scripts to execute some of its components.
T1059.001,T1059,Attacker has used PowerShell for execution.
T1548.002,T1548,Software uses two distinct User Account Control  bypass techniques to escalate privileges.
T1543.003,T1543,"During , the threat actors modified the `IKEEXT` and `PrintNotify` Windows services for persistence."
T1588.002,T1588,Software.
T1484.002,T1484,Attacker changed domain federation trust settings using Azure AD administrative permissions to configure the domain to accept authorization tokens signed by their own SAML signing certificate.
T1132.001,T1132,"Common data encoding schemes include ASCII, Unicode, hexadecimal, Base64, and MIME."
T1555.006,T1555,"**Note:** this technique is distinct from  in that the credentials are being directly requested from the cloud secrets manager, rather than through the medium of the instance metadata API."
T1087.002,T1087,Attacker has used PowerShell to discover domain accounts by executing <code>Get-ADUser</code> and <code>Get-ADGroupMember</code>.
T1602.002,T1602,"Adversaries can inspect the configuration files to reveal information about the target network and its layout, the network device and its software, or identifying legitimate accounts and credentials for later use."
T1056.001,T1056,Software has a keylogging module.
T1589.002,T1589,"), such as probing and analyzing responses from authentication services that may reveal valid usernames in a system."
T1566.001,T1566,Attacker has sent emails with malicious Microsoft Office documents and PDFs attached.
T1016.001,T1016,Adversaries may use the results and responses from these requests to determine if the system is capable of communicating with their C2 servers before attempting to connect to them.
T1518.001,T1518,Attacker scanned the “Program Files” directories for a directory with the string “Total Security” .
T1087.002,T1087,"Attacker has run <code>net user</code>, <code>net user /domain</code>, <code>net group “domain admins” /domain</code>, and <code>net group “Exchange Trusted Subsystem” /domain</code> to get account listings on a victim."
T1497.001,T1497,"Adversaries may also check the network adapters addresses, CPU core count, and available memory/drive size."
T1587.002,T1587,"Prior to , adversaries may develop self-signed code signing certificates for use in operations."
T1592.004,T1592,Information about the client configurations may also be exposed to adversaries via online or other accessible data sets .
T1550.002,T1550,Pass the hash  is a method of authenticating as a user without having access to the user's cleartext password.
T1216.001,T1216,Adversaries may abuse PubPrn to execute malicious payloads hosted on remote sites.
T1056.001,T1056,Software can record keystrokes from both the keyboard and virtual keyboard.
T1574.002,T1574,Side-loading takes advantage of the DLL search order used by the loader by positioning both the victim application and malicious payload alongside each other.
T1574.001,T1574,Software can use DLL hijacking to bypass security controls.
T1074.001,T1074,"Software can store email data in files and directories specified in its configuration, such as <code>C:\Windows\ServiceProfiles\NetworkService\appdata\Local\Temp\</code>."
T1059.003,T1059,Software has used cmd.exe to run a PowerShell script.
T1003.001,T1003,Attacker has attempted to access hashed credentials from the LSASS process memory space.
T1071.001,T1071,Software has used HTTP for C2 communication.
T1078.002,T1078,"Adversaries may compromise domain accounts, some with a high level of privileges, through various means such as  or password reuse, allowing access to privileged resources of the domain."
T1218.011,T1218,During Software Beacon loader DLL.
T1003.002,T1003,Enumerating the SAM database requires SYSTEM level access.
T1036.007,T1036,Adversaries may abuse double extensions to attempt to conceal dangerous file types of payloads.
T1070.006,T1070,Software has a command to timestop a file or directory.
T1562.007,T1562,Adversaries may disable or modify a firewall within a cloud environment to bypass controls that limit access to cloud resources.
T1574.001,T1574,Attacker abuses a legitimate and signed Microsoft executable to launch a malicious DLL.
T1055.004,T1055,Attacker has injected malicious code into a new svchost.exe process.
T1569.002,T1569,Software can create and execute services to load its payload.
T1027.002,T1027,Software uses a custom packer.
T1561.002,T1561,"On a network devices, adversaries may reformat the file system using  commands such as `format`."
