Key,Value
T1065,"Software has been observed communicating over uncommon TCP ports, including 1177 and 8282."
T1064,**This technique has been deprecated.
T1027,Software has been compressed and stored within a registry key. Software has also obfuscated the AES key used for encryption.
T1112,Software can modify the `HKEY_CURRENT_USER\Software\Microsoft\Office\` registry key so it can bypass the VB object model  on a compromised host.
T1005,"Software collects contacts and application data from files in Desktop, Documents, Downloads, Dropbox, and WeChat folders."
T1091,"Software drops itself onto removable media devices and creates an autorun.inf file with an instruction to run that file. When the device is inserted into another system, it opens autorun.inf and loads the malware."
T1220,"]xsl</code>
* <code>msxsl.exe script[."
T1007,Software runs the command: <code>net start >> %TEMP%\info.dat</code> on a victim.
T1178,SIDs are used by Windows security in both security descriptors and access tokens.
T1530,"Many IaaS providers offer solutions for online data object storage such as Amazon S3, Azure Storage, and Google Cloud Storage."
T1033,Software can retrieve the username from a targeted system.
T1012,A Attacker tool can read and decrypt stored Registry values.
T1083,"Software has used the command <code>appDir=""$)""</code> and <code>$"")</code> to construct installation paths."
T1570,"Files can also be transferred using native or otherwise present tools on the victim system, such as scp, rsync, curl, sftp, and Software."
T1057,"Software can check if a specific process is running, such as Kaspersky's `avp.exe`."
T1519,Adversaries may use Event Monitor Daemon  to establish persistence by scheduling malicious commands to run on predictable event triggers.
T1124,Attacker malware can obtain system time from a compromised host.
T1033,Attacker has used implants capable of collecting the signed-in username.
T1665,Software command and control includes hard-coded domains in the malware masquerading as legitimate services such as Akamai CDN or Amazon Web Services.
T1589,Adversaries may gather information about the victim's identity that can be used during targeting.
T1611,"Additionally, an adversary may be able to exploit a compromised container with a mounted container management socket, such as `docker.sock`, to break out of the container via a ."
T1049,Software can enumerate open ports on a victim machine.
T1112,Software can remove persistence-related artifacts from the Registry.
T1041,Software can exfiltrate collected data via C2.
T1024,Adversaries may use a custom cryptographic protocol or algorithm to hide command and control traffic.
T1036,Software has used a file named English.rtf to appear benign on victim hosts.
T1082,"Software can collect the user name, Windows version, computer name, and available space on discs from a compromised host."
T1020,Attacker performs data exfiltration is accomplished through the following command-line command: <code>from <COMPUTER-NAME> .txt</code>.
T1057,"On network devices,  commands such as `show processes` can be used to display current running processes."
T1490,"Furthermore, adversaries may disable recovery notifications, then corrupt backups."
T1105,Software has the ability to download files.
